name,summary,last_release,status,requires,status.1,snyk,pip,libhunt
pytest-bq,BigQuery fixtures and fixture factories for Pytest.,2024-05-08,5 - Production/Stable,pytest>=6.2,,https://snyk.io/advisor/python/pytest-bq,https://pypi.org/project/pytest-bq,https://www.libhunt.com/r/pytest-bpdb
pytest-bravado,Pytest-bravado automatically generates from OpenAPI specification client fixtures.,2022-02-15,,,,https://snyk.io/advisor/python/pytest-bravado,https://pypi.org/project/pytest-bravado,
pytest-breakword,Use breakword with pytest,2021-08-04,,"pytest (>=6.2.4,<7.0.0)",,https://snyk.io/advisor/python/pytest-breakword,https://pypi.org/project/pytest-breakword,
pytest-breed-adapter,A simple plugin to connect with breed-server,2018-11-07,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-breed-adapter,https://pypi.org/project/pytest-breed-adapter,
pytest-briefcase,A pytest plugin for running tests on a Briefcase project.,2020-06-14,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-briefcase,https://pypi.org/project/pytest-briefcase,
pytest-broadcaster,Pytest plugin to broadcast pytest output to various destinations,2024-04-06,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-broadcaster,https://pypi.org/project/pytest-broadcaster,https://www.libhunt.com/r/pytest-briefcase
pytest-browser,A pytest plugin for console based browser test selection just after the collection phase,2016-12-10,3 - Alpha,,,https://snyk.io/advisor/python/pytest-browser,https://pypi.org/project/pytest-browser,
pytest-browsermob-proxy,BrowserMob proxy plugin for py.test.,2013-06-11,4 - Beta,,,https://snyk.io/advisor/python/pytest-browsermob-proxy,https://pypi.org/project/pytest-browsermob-proxy,
pytest_browserstack,Py.test plugin for BrowserStack,2016-01-27,4 - Beta,,,https://snyk.io/advisor/python/pytest_browserstack,https://pypi.org/project/pytest_browserstack,
pytest-browserstack-local,``py.test`` plugin to run ``BrowserStackLocal`` in background.,2018-02-09,,,,https://snyk.io/advisor/python/pytest-browserstack-local,https://pypi.org/project/pytest-browserstack-local,
pytest-budosystems,Budo Systems is a martial arts school management system. This module is the Budo Systems Pytest Plugin.,2023-05-07,3 - Alpha,pytest,,https://snyk.io/advisor/python/pytest-budosystems,https://pypi.org/project/pytest-budosystems,
pytest-bug,Pytest plugin for marking tests as a bug,2024-06-05,5 - Production/Stable,pytest>=8.0.0,,https://snyk.io/advisor/python/pytest-bug,https://pypi.org/project/pytest-bug,https://www.libhunt.com/r/pytest-budosystems
pytest-bugtong-tag,pytest-bugtong-tag is a plugin for pytest,2022-01-16,,,,https://snyk.io/advisor/python/pytest-bugtong-tag,https://pypi.org/project/pytest-bugtong-tag,
pytest-bugzilla,py.test bugzilla integration plugin,2010-05-05,4 - Beta,,,https://snyk.io/advisor/python/pytest-bugzilla,https://pypi.org/project/pytest-bugzilla,
pytest-bugzilla-notifier,"A plugin that allows you to execute create, update, and read information from BugZilla bugs",2018-06-15,4 - Beta,pytest (>=2.9.2),,https://snyk.io/advisor/python/pytest-bugzilla-notifier,https://pypi.org/project/pytest-bugzilla-notifier,
pytest-buildkite,Plugin for pytest that automatically publishes coverage and pytest report annotations to Buildkite.,2019-07-13,4 - Beta,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-buildkite,https://pypi.org/project/pytest-buildkite,
pytest-builtin-types,,2021-11-17,,pytest,,https://snyk.io/advisor/python/pytest-builtin-types,https://pypi.org/project/pytest-builtin-types,
pytest-bwrap,Run your tests in Bubblewrap sandboxes,2024-02-25,3 - Alpha,,,https://snyk.io/advisor/python/pytest-bwrap,https://pypi.org/project/pytest-bwrap,https://www.libhunt.com/r/pytest-builtin-types
pytest-cache,pytest plugin with mechanisms for caching across test runs,2013-06-04,3 - Alpha,,,https://snyk.io/advisor/python/pytest-cache,https://pypi.org/project/pytest-cache,
pytest-cache-assert,Cache assertion data to simplify regression testing of complex serializable data,2023-08-14,5 - Production/Stable,pytest (>=6.0.0),,https://snyk.io/advisor/python/pytest-cache-assert,https://pypi.org/project/pytest-cache-assert,
pytest-cagoule,Pytest plugin to only run tests affected by changes,2020-01-01,3 - Alpha,,,https://snyk.io/advisor/python/pytest-cagoule,https://pypi.org/project/pytest-cagoule,
pytest-cairo,Pytest support for cairo-lang and starknet,2022-04-17,,pytest,,https://snyk.io/advisor/python/pytest-cairo,https://pypi.org/project/pytest-cairo,
pytest-call-checker,Small pytest utility to easily create test doubles,2022-10-16,4 - Beta,"pytest (>=7.1.3,<8.0.0)",,https://snyk.io/advisor/python/pytest-call-checker,https://pypi.org/project/pytest-call-checker,
pytest-camel-collect,Enable CamelCase-aware pytest class collection,2020-08-02,,pytest (>=2.9),,https://snyk.io/advisor/python/pytest-camel-collect,https://pypi.org/project/pytest-camel-collect,
pytest-canonical-data,"A plugin which allows to compare results with canonical results, based on previous runs",2020-05-08,2 - Pre-Alpha,pytest (>=3.5.0),,https://snyk.io/advisor/python/pytest-canonical-data,https://pypi.org/project/pytest-canonical-data,
pytest-caprng,A plugin that replays pRNG state on failure.,2018-05-02,4 - Beta,,,https://snyk.io/advisor/python/pytest-caprng,https://pypi.org/project/pytest-caprng,
pytest-capture-deprecatedwarnings,pytest plugin to capture all deprecatedwarnings and put them in one file,2019-04-30,,,,https://snyk.io/advisor/python/pytest-capture-deprecatedwarnings,https://pypi.org/project/pytest-capture-deprecatedwarnings,
pytest-capture-warnings,pytest plugin to capture all warnings and put them in one file of your choice,2022-05-03,,pytest,,https://snyk.io/advisor/python/pytest-capture-warnings,https://pypi.org/project/pytest-capture-warnings,
pytest-cases,Separate test code from test cases in pytest.,2024-04-04,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-cases,https://pypi.org/project/pytest-cases,https://www.libhunt.com/r/pytest-capture-warnings
pytest-cassandra,Cassandra CCM Test Fixtures for pytest,2017-11-04,1 - Planning,,,https://snyk.io/advisor/python/pytest-cassandra,https://pypi.org/project/pytest-cassandra,
pytest-catchlog,py.test plugin to catch log messages. This is a fork of pytest-capturelog.,2016-01-24,4 - Beta,pytest (>=2.6),,https://snyk.io/advisor/python/pytest-catchlog,https://pypi.org/project/pytest-catchlog,
pytest-catch-server,Pytest plugin with server for catching HTTP requests.,2019-12-12,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-catch-server,https://pypi.org/project/pytest-catch-server,
pytest-celery,Pytest plugin for Celery,2024-04-11,4 - Beta,,,https://snyk.io/advisor/python/pytest-celery,https://pypi.org/project/pytest-celery,https://www.libhunt.com/r/pytest-catch-server
pytest-cfg-fetcher,Pass config options to your unit tests.,2024-02-26,,,,https://snyk.io/advisor/python/pytest-cfg-fetcher,https://pypi.org/project/pytest-cfg-fetcher,https://www.libhunt.com/r/pytest-celery
pytest-chainmaker,pytest plugin for chainmaker,2021-10-15,,,,https://snyk.io/advisor/python/pytest-chainmaker,https://pypi.org/project/pytest-chainmaker,
pytest-chalice,A set of py.test fixtures for AWS Chalice,2020-07-01,4 - Beta,,,https://snyk.io/advisor/python/pytest-chalice,https://pypi.org/project/pytest-chalice,
pytest-change-assert,修改报错中文为英文,2022-10-19,,,,https://snyk.io/advisor/python/pytest-change-assert,https://pypi.org/project/pytest-change-assert,
pytest-change-demo,turn . into √，turn F into x,2022-03-02,,pytest,,https://snyk.io/advisor/python/pytest-change-demo,https://pypi.org/project/pytest-change-demo,
pytest-change-report,turn . into √，turn F into x,2020-09-14,,pytest,,https://snyk.io/advisor/python/pytest-change-report,https://pypi.org/project/pytest-change-report,
pytest-change-xds,turn . into √，turn F into x,2022-04-16,,pytest,,https://snyk.io/advisor/python/pytest-change-xds,https://pypi.org/project/pytest-change-xds,
pytest-chdir,A pytest fixture for changing current working directory,2020-01-28,,"pytest (>=5.0.0,<6.0.0)",,https://snyk.io/advisor/python/pytest-chdir,https://pypi.org/project/pytest-chdir,
pytest-check,A pytest plugin that allows multiple failures per test.,2024-01-18,,pytest>=7.0.0,,https://snyk.io/advisor/python/pytest-check,https://pypi.org/project/pytest-check,https://www.libhunt.com/r/pytest-chdir
pytest-checkdocs,check the README when running tests,2024-04-30,5 - Production/Stable,"pytest!=8.1.*,>=6; extra == “testing”",,https://snyk.io/advisor/python/pytest-checkdocs,https://pypi.org/project/pytest-checkdocs,https://www.libhunt.com/r/pytest-check
pytest-checkipdb,plugin to check if there are ipdb debugs left,2023-12-04,5 - Production/Stable,pytest >=2.9.2,,https://snyk.io/advisor/python/pytest-checkipdb,https://pypi.org/project/pytest-checkipdb,
pytest-check-library,check your missing library,2022-07-17,,,,https://snyk.io/advisor/python/pytest-check-library,https://pypi.org/project/pytest-check-library,
pytest-check-libs,check your missing library,2022-07-17,,,,https://snyk.io/advisor/python/pytest-check-libs,https://pypi.org/project/pytest-check-libs,
pytest-check-links,Check links in files,2020-07-29,,"pytest<9,>=7.0",,https://snyk.io/advisor/python/pytest-check-links,https://pypi.org/project/pytest-check-links,
pytest-checklist,Pytest plugin to track and report unit/function coverage.,2024-06-10,,,,https://snyk.io/advisor/python/pytest-checklist,https://pypi.org/project/pytest-checklist,https://www.libhunt.com/r/pytest-check-links
pytest-check-mk,pytest plugin to test Check_MK checks,2015-11-19,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-check-mk,https://pypi.org/project/pytest-check-mk,
pytest-check-requirements,A package to prevent Dependency Confusion attacks against Yandex.,2024-02-20,,,,https://snyk.io/advisor/python/pytest-check-requirements,https://pypi.org/project/pytest-check-requirements,https://www.libhunt.com/r/pytest-check-mk
pytest-ch-framework,My pytest framework,2024-04-17,,pytest==8.0.1,,https://snyk.io/advisor/python/pytest-ch-framework,https://pypi.org/project/pytest-ch-framework,https://www.libhunt.com/r/pytest-check-requirements
pytest-chic-report,A pytest plugin to send a report and printing summary of tests.,2023-01-31,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-chic-report,https://pypi.org/project/pytest-chic-report,
pytest-choose,Provide the pytest with the ability to collect use cases based on rules in text files,2024-02-04,,pytest >=7.0.0,,https://snyk.io/advisor/python/pytest-choose,https://pypi.org/project/pytest-choose,https://www.libhunt.com/r/pytest-chic-report
pytest-chunks,Run only a chunk of your test suite,2022-07-05,,pytest (>=6.0.0),,https://snyk.io/advisor/python/pytest-chunks,https://pypi.org/project/pytest-chunks,
pytest_cid,Compare data structures containing matching CIDs of different versions and encoding,2023-09-01,4 - Beta,"pytest >= 5.0, < 7.0",,https://snyk.io/advisor/python/pytest_cid,https://pypi.org/project/pytest_cid,
pytest-circleci,py.test plugin for CircleCI,2019-05-03,,,,https://snyk.io/advisor/python/pytest-circleci,https://pypi.org/project/pytest-circleci,
pytest-circleci-parallelized,Parallelize pytest across CircleCI workers.,2022-10-20,,,,https://snyk.io/advisor/python/pytest-circleci-parallelized,https://pypi.org/project/pytest-circleci-parallelized,
pytest-circleci-parallelized-rjp,Parallelize pytest across CircleCI workers.,2022-06-21,,pytest,,https://snyk.io/advisor/python/pytest-circleci-parallelized-rjp,https://pypi.org/project/pytest-circleci-parallelized-rjp,
pytest-ckan,Backport of CKAN 2.9 pytest plugin and fixtures to CAKN 2.8,2020-04-28,4 - Beta,pytest,,https://snyk.io/advisor/python/pytest-ckan,https://pypi.org/project/pytest-ckan,
pytest-clarity,"A plugin providing an alternative, colourful diff output for failing assertions.",2021-06-11,,,,https://snyk.io/advisor/python/pytest-clarity,https://pypi.org/project/pytest-clarity,
pytest-cldf,Easy quality control for CLDF datasets using pytest,2022-11-07,,pytest (>=3.6),,https://snyk.io/advisor/python/pytest-cldf,https://pypi.org/project/pytest-cldf,
pytest-cleanslate,Collects and executes pytest tests separately,2024-06-17,,pytest,,https://snyk.io/advisor/python/pytest-cleanslate,https://pypi.org/project/pytest-cleanslate,https://www.libhunt.com/r/pytest-cldf
pytest_cleanup,"Automated, comprehensive and well-organised pytest test cases.",2020-01-28,,,,https://snyk.io/advisor/python/pytest_cleanup,https://pypi.org/project/pytest_cleanup,
pytest-cleanuptotal,A cleanup plugin for pytest,2024-03-19,5 - Production/Stable,,,https://snyk.io/advisor/python/pytest-cleanuptotal,https://pypi.org/project/pytest-cleanuptotal,https://www.libhunt.com/r/pytest_cleanup
pytest-clerk,A set of pytest fixtures to help with integration testing with Clerk.,2024-06-27,,"pytest<9.0.0,>=8.0.0",,https://snyk.io/advisor/python/pytest-clerk,https://pypi.org/project/pytest-clerk,https://www.libhunt.com/r/pytest-cleanuptotal
pytest-click,Pytest plugin for Click,2022-02-11,5 - Production/Stable,pytest (>=5.0),,https://snyk.io/advisor/python/pytest-click,https://pypi.org/project/pytest-click,
pytest-cli-fixtures,Automatically register fixtures for custom CLI arguments,2022-07-28,,pytest (~=7.0),,https://snyk.io/advisor/python/pytest-cli-fixtures,https://pypi.org/project/pytest-cli-fixtures,
pytest-clld,,2022-07-06,,pytest (>=3.6),,https://snyk.io/advisor/python/pytest-clld,https://pypi.org/project/pytest-clld,
pytest-cloud,Distributed tests planner plugin for pytest testing framework.,2020-10-05,6 - Mature,,,https://snyk.io/advisor/python/pytest-cloud,https://pypi.org/project/pytest-cloud,
pytest-cloudflare-worker,pytest plugin for testing cloudflare workers,2021-03-30,4 - Beta,pytest (>=6.0.0),,https://snyk.io/advisor/python/pytest-cloudflare-worker,https://pypi.org/project/pytest-cloudflare-worker,
pytest-cloudist,Distribute tests to cloud machines without fuss,2022-09-02,4 - Beta,"pytest (>=7.1.2,<8.0.0)",,https://snyk.io/advisor/python/pytest-cloudist,https://pypi.org/project/pytest-cloudist,
pytest-cmake,Provide CMake module for Pytest,2024-05-31,,"pytest<9,>=4",,https://snyk.io/advisor/python/pytest-cmake,https://pypi.org/project/pytest-cmake,https://www.libhunt.com/r/pytest-cloudist
pytest-cmake-presets,Execute CMake Presets via pytest,2022-12-26,,"pytest (>=7.2.0,<8.0.0)",,https://snyk.io/advisor/python/pytest-cmake-presets,https://pypi.org/project/pytest-cmake-presets,
pytest-cobra,PyTest plugin for testing Smart Contracts for Ethereum blockchain.,2019-06-29,3 - Alpha,"pytest (<4.0.0,>=3.7.1)",,https://snyk.io/advisor/python/pytest-cobra,https://pypi.org/project/pytest-cobra,
pytest_codeblocks,Test code blocks in your READMEs,2023-09-17,5 - Production/Stable,pytest >= 7.0.0,,https://snyk.io/advisor/python/pytest_codeblocks,https://pypi.org/project/pytest_codeblocks,
pytest-codecarbon,Pytest plugin for measuring carbon emissions,2022-06-15,,pytest,,https://snyk.io/advisor/python/pytest-codecarbon,https://pypi.org/project/pytest-codecarbon,
pytest-codecheckers,pytest plugin to add source code sanity checks (pep8 and friends),2010-02-13,,,,https://snyk.io/advisor/python/pytest-codecheckers,https://pypi.org/project/pytest-codecheckers,
pytest-codecov,Pytest plugin for uploading pytest-cov results to codecov.io,2022-11-29,4 - Beta,pytest (>=4.6.0),,https://snyk.io/advisor/python/pytest-codecov,https://pypi.org/project/pytest-codecov,
pytest-codegen,Automatically create pytest test signatures,2020-08-23,2 - Pre-Alpha,,,https://snyk.io/advisor/python/pytest-codegen,https://pypi.org/project/pytest-codegen,
pytest-codeowners,Pytest plugin for selecting tests by GitHub CODEOWNERS.,2022-03-30,4 - Beta,pytest (>=6.0.0),,https://snyk.io/advisor/python/pytest-codeowners,https://pypi.org/project/pytest-codeowners,
pytest-codestyle,pytest plugin to run pycodestyle,2020-03-23,3 - Alpha,,,https://snyk.io/advisor/python/pytest-codestyle,https://pypi.org/project/pytest-codestyle,
pytest-codspeed,Pytest plugin to create CodSpeed benchmarks,2024-03-19,5 - Production/Stable,pytest>=3.8,,https://snyk.io/advisor/python/pytest-codspeed,https://pypi.org/project/pytest-codspeed,https://www.libhunt.com/r/pytest-codestyle
